Anzahl,Feuchtigkeit (standardisiert 0-1),Temperatur (standardisiert 0-1),Tageszeit
740,0.73,0.64,8.471096660273801
376,0.65,0.68,9.30111943094762
225,0.61,0.7,10.09164065755658
267,0.58,0.72,11.068120362815755
312,0.51,0.74,11.97697147033374
316,0.48,0.76,13.422160154823016
266,0.45,0.76,13.983679088630938
316,0.48,0.76,14.777902242228345
580,0.74,0.66,19.348096640088787
391,0.73,0.64,19.74912464490205
351,0.73,0.64,20.669667789586924
281,0.73,0.64,21.857038231332925
140,0.83,0.64,22.95152098444359
60,0.78,0.64,0.011643211491125153
25,0.83,0.62,1.1357883970210378
20,0.83,0.62,2.092738368539622
9,0.83,0.62,3.1153818551578283
6,0.83,0.62,4.838864632024771
37,0.83,0.62,5.588581433340493
192,0.88,0.6,5.91305471955253
481,0.83,0.62,7.5114972036105945
707,0.74,0.66,8.683374496640367
412,0.7,0.7,9.301516501710935
233,0.58,0.74,10.303642984332916
278,0.48,0.76,11.511781902057288
332,0.38,0.78,12.261139358720007
346,0.38,0.82,13.055029875736155
305,0.46,0.78,13.777740900708446
305,0.46,0.78,14.774301450949942
465,0.48,0.76,15.966161844175184
820,0.45,0.76,17.58175540045534
941,0.48,0.74,18.618501062237712
633,0.51,0.72,19.08952856614159
474,0.61,0.7,19.820122971142965
329,0.61,0.7,21.006280708187155
198,0.61,0.68,22.006654118094428
157,0.69,0.66,23.175137963795702
111,0.69,0.66,0.30260963547504205
42,0.73,0.64,1.7483467165438107
16,0.69,0.66,2.8705785926079654
8,0.73,0.64,3.6042054351668136
8,0.73,0.64,4.233962600066136
38,0.78,0.64,5.726901965300653
151,0.83,0.62,6.503320194148285
425,0.78,0.64,7.3943621741595145
744,0.74,0.66,8.454786696166204
389,0.58,0.72,9.15362890509265
262,0.48,0.76,10.469233501592152
281,0.48,0.76,11.194451058200668
371,0.45,0.76,12.385641347108136
351,0.41,0.8,13.567643453838057
338,0.43,0.78,14.064902835960316
350,0.48,0.76,14.947750927957614
515,0.48,0.76,16.236307239397842
812,0.51,0.74,16.88764552130694
736,0.62,0.72,17.971899177061825
536,0.58,0.72,19.300275700340013
363,0.65,0.7,20.006329065736644
306,0.61,0.7,21.37253246289719
251,0.61,0.7,21.86102248983443
178,0.69,0.68,22.666457476224505
32,0.83,0.62,0.9538670046939564
7,0.88,0.62,1.7537988795234116
8,0.88,0.62,2.8110052580837497
4,0.88,0.62,3.4466154362759656
12,0.83,0.62,4.663471067547327
36,0.88,0.62,5.3383652646116
145,0.88,0.62,6.068413259449895
433,0.83,0.66,7.736102623449819
699,0.83,0.66,8.087375211599205
342,0.83,0.66,9.76684556135106
206,0.74,0.72,10.65652017969222
229,0.66,0.74,10.942350134570214
283,0.62,0.76,12.563523517153365
288,0.57,0.76,13.616258216334163
246,0.49,0.8,13.928333023427442
282,0.55,0.8,15.01247552734423
444,0.55,0.8,16.690984439872178
845,0.46,0.8,17.263875834827697
834,0.52,0.78,18.201924045154986
573,0.7,0.74,19.360937125027714
416,0.7,0.74,20.23110033256779
278,0.74,0.72,21.198522842796635
161,0.84,0.7,21.902275242945933
114,0.84,0.7,22.692366791699722
38,0.84,0.7,0.937343727081849
21,0.89,0.68,1.2842390728452882
15,0.83,0.68,2.1568036936313657
4,0.89,0.66,3.8729211244654307
8,0.83,0.66,4.731985904719826
42,0.83,0.66,5.476568003040229
147,0.89,0.66,6.764383304211218
269,0.83,0.66,7.082791275841731
693,0.85,0.66,8.381788754628174
395,0.79,0.7,9.103372439735661
204,0.62,0.74,9.952366081670588
218,0.55,0.78,11.659642394190781
297,0.49,0.8,11.85290561279152
288,0.43,0.82,13.410897700930937
251,0.38,0.84,14.378910013323019
317,0.34,0.82,14.934909105153263
480,0.33,0.82,15.792814146619378
864,0.35,0.8,17.21454789525098
818,0.4,0.78,18.032797917823874
597,0.45,0.74,19.40020254729556
435,0.48,0.72,20.421650794058053
314,0.48,0.72,21.596422880232097
216,0.54,0.7,21.87979824388904
109,0.57,0.68,22.807646489441233
47,0.69,0.66,0.80575033262943
14,0.69,0.64,1.329194153480443
6,0.73,0.62,2.382722757393479
9,0.73,0.62,3.7767492807937755
10,0.73,0.6,4.405415904684736
40,0.73,0.6,5.235079352232314
181,0.73,0.6,6.789411071944442
554,0.65,0.64,7.797132233190898
808,0.61,0.66,8.314697848252997
348,0.51,0.7,9.68924116984316
178,0.48,0.72,10.697896095888597
253,0.45,0.72,10.866560670640643
360,0.4,0.76,12.273475916104772
300,0.42,0.74,13.439265871071335
301,0.4,0.76,14.39193741880988
338,0.4,0.76,14.829779946051794
493,0.37,0.76,16.305155980482528
870,0.35,0.78,16.790626821875048
812,0.42,0.74,18.315472338700893
643,0.54,0.7,19.20686408281051
427,0.57,0.68,20.283510031638343
313,0.54,0.66,21.168655042767544
235,0.54,0.66,22.292426293079245
157,0.57,0.66,23.100751584054485
65,0.69,0.64,0.7239931154696779
23,0.65,0.64,1.8651901669050308
17,0.73,0.62,2.792106253463164
5,0.73,0.62,3.556030227645998
8,0.73,0.62,4.063812811028397
35,0.73,0.62,5.16364408331171
163,0.83,0.6,5.905144867330065
532,0.73,0.64,7.423079673511889
754,0.65,0.66,7.929972065698901
396,0.58,0.7,9.150144145128307
234,0.54,0.72,10.101175028786795
276,0.4,0.76,11.28388940091601
294,0.45,0.76,11.887720377709014
290,0.48,0.76,12.909390505627723
273,0.48,0.76,13.982571119875798
338,0.46,0.8,15.1998035478218
482,0.43,0.8,16.609208727787816
844,0.34,0.82,17.25240974073401
853,0.38,0.8,18.615068326505522
610,0.48,0.76,18.924919091262222
471,0.58,0.74,20.358903611524664
307,0.66,0.72,21.162593000712025
291,0.7,0.7,22.27675737467836
152,0.74,0.7,22.875796858820124
82,0.83,0.68,0.8127592133283686
32,0.83,0.68,1.2385003843698996
20,0.89,0.66,2.0809683399100987
5,0.89,0.66,3.362271244485456
7,0.89,0.64,4.821035341956296
29,0.89,0.64,5.594241188285788
108,0.89,0.64,6.1388984199491725
421,0.89,0.64,7.296255641511243
690,0.74,0.7,8.465590316034588
398,0.7,0.74,9.417805313418393
256,0.62,0.76,10.364911757327825
309,0.28,0.86,11.639094805931405
410,0.26,0.86,12.16808033674527
368,0.27,0.88,13.167325377167243
436,0.25,0.9,14.410958003382218
526,0.27,0.9,15.204337936265244
528,0.27,0.9,16.564560595893347
617,0.32,0.88,17.404294843973418
546,0.36,0.86,17.9679000623457
452,0.49,0.8,18.789919389072423
356,0.49,0.8,20.42133380491446
303,0.58,0.76,21.349744535625558
277,0.58,0.76,22.366538866592613
174,0.62,0.74,22.913264920493354
29,0.84,0.7,0.45359994628796035
24,0.82,0.68,1.1084368289540258
5,0.82,0.68,1.973838309401988
10,0.89,0.66,2.9880425880981925
8,0.89,0.66,4.325114125717177
38,0.89,0.66,5.150724949656854
172,0.89,0.68,6.51103561802068
493,0.89,0.68,7.003448454627189
632,0.84,0.7,8.177933224697489
323,0.79,0.72,8.968989512514229
172,0.74,0.72,10.216330553288627
198,0.7,0.74,11.751399847153658
287,0.7,0.76,12.430738811937509
275,0.55,0.8,12.89684618887233
274,0.55,0.8,14.125500612421824
292,0.59,0.8,15.580072032477151
458,0.7,0.76,16.503961747673845
856,0.7,0.76,17.415895333313134
839,0.75,0.76,18.440630046261877
552,0.7,0.76,18.872509503947633
385,0.7,0.74,20.496065252026582
268,0.74,0.74,20.920709883192103
179,0.7,0.74,21.99897914507093
95,0.74,0.72,22.95702674448309
37,0.74,0.72,0.2671102413998985
13,0.84,0.7,1.5490376515706534
9,0.84,0.7,2.8369137264579414
4,0.79,0.7,3.307970408057103
5,0.79,0.7,4.6179122928875005
40,0.79,0.7,5.700082259198019
210,0.79,0.7,6.589231667573601
500,0.79,0.7,7.2630364437082156
725,0.74,0.72,8.476085833877411
290,0.7,0.74,8.866570645708867
235,0.7,0.76,10.26426555030149
217,0.62,0.78,11.272898645690075
266,0.7,0.78,12.471123512297387
234,0.63,0.8,12.817459179625414
211,0.56,0.82,13.883604482660646
245,0.7,0.78,15.565404652453672
430,0.7,0.76,15.888866300801297
863,0.66,0.76,16.94389081596921
839,0.75,0.76,17.878965741764873
662,0.7,0.74,18.81766328193852
412,0.84,0.72,20.344172529687093
296,0.79,0.72,20.927169211736583
219,0.79,0.72,22.584760241558
150,0.84,0.7,23.33076236608732
65,0.84,0.7,0.8806257621834236
18,0.84,0.7,1.0100485849466851
8,0.79,0.72,2.9442082663215596
9,0.84,0.7,3.5404729207025
8,0.84,0.7,4.502991896058445
38,0.84,0.7,5.080058378086939
200,0.84,0.7,6.50293239729771
482,0.84,0.7,7.372925143790305
137,0.79,0.72,12.642952102137052
191,0.79,0.72,13.52507620191636
216,0.74,0.74,14.6713772257477
270,0.66,0.74,15.456922269696546
416,0.7,0.74,15.77634170468729
808,0.7,0.74,17.63854674527993
835,0.7,0.72,17.87406238345723
558,0.74,0.68,19.22976608017069
406,0.78,0.66,20.149390727111772
272,0.89,0.64,20.892255821038017
217,0.89,0.64,22.299036290644626
169,0.89,0.64,23.59
96,0.89,0.64,0.1924034632712398
29,0.88,0.62,1.3575787464799953
11,0.83,0.62,2.3527709633699776
9,0.83,0.62,3.727503359100416
8,0.88,0.62,4.0446659488607875
40,0.88,0.62,5.727851497308547
140,0.88,0.62,6.656221301978901
486,0.89,0.64,7.548796065613054
719,0.83,0.66,8.45164647296096
344,0.79,0.7,9.75946829659069
224,0.74,0.72,10.623811637014834
296,0.62,0.76,11.229181717596799
323,0.59,0.78,12.607257824672704
354,0.59,0.8,12.893263988014915
253,0.59,0.8,14.159418575824608
331,0.55,0.8,15.106434279847504
470,0.55,0.8,15.77163642145499
772,0.59,0.78,17.007618546224933
792,0.62,0.76,17.970002597097093
568,0.62,0.74,19.305686533308553
391,0.66,0.72,20.346221420889933
301,0.74,0.7,20.827081849327104
299,0.74,0.7,22.618741093109037
248,0.89,0.66,23.361450833424325
41,0.52,0.56,0.03230032059278126
18,0.6,0.54,1.1032092853807058
17,0.6,0.54,2.21224946805334
12,0.68,0.52,3.894786164823685
5,0.68,0.52,4.669301605067502
40,0.72,0.5,5.828520325756763
180,0.72,0.5,6.554417249374398
447,0.68,0.52,7.20589921166366
730,0.6,0.56,8.565706002397093
361,0.53,0.6,9.39821265717833
210,0.5,0.62,10.231988990674983
236,0.43,0.62,11.167318983422227
332,0.44,0.64,12.345074929035752
323,0.38,0.64,12.897925125352335
340,0.36,0.66,14.56349262539969
346,0.31,0.66,14.75696110420547
488,0.34,0.66,15.909540630397382
871,0.34,0.66,17.202243630300913
968,0.35,0.62,17.89903897566239
633,0.38,0.62,19.165769080566943
390,0.4,0.6,20.6196321714145
285,0.49,0.56,21.588777492309326
159,0.52,0.54,21.670192113324774
93,0.52,0.54,22.64441126456711
32,0.59,0.52,0.32756420190843566
10,0.63,0.5,1.2327422221172741
6,0.77,0.48,2.890412061418322
8,0.67,0.48,3.7474178571660883
9,0.72,0.48,4.226610058106136
44,0.72,0.46,5.540871814895822
211,0.77,0.46,6.238581446541806
596,0.72,0.5,7.423923260181246
750,0.68,0.54,8.127715763545117
358,0.49,0.6,9.114627994987195
196,0.38,0.62,10.514257372372771
247,0.33,0.64,11.388917213161948
316,0.33,0.64,12.455678194903681
328,0.29,0.66,13.186043931406244
255,0.3,0.68,14.214322487726706
326,0.28,0.7,15.289428672077154
536,0.28,0.7,15.849342327681372
970,0.28,0.7,16.99733013897274
877,0.36,0.64,17.956192609497354
596,0.41,0.62,19.555665833444955
461,0.56,0.58,20.49692662758852
310,0.6,0.56,21.495997156496426
216,0.64,0.56,22.507286692464188
109,0.68,0.54,23.51621241671585
49,0.72,0.52,0.32332336981094245
21,0.72,0.52,1.3338697602377747
11,0.72,0.52,2.4966146796812954
7,0.77,0.5,3.32433486853948
5,0.72,0.5,4.17042421647035
48,0.72,0.5,5.274413552050179
205,0.72,0.5,6.489858363238963
557,0.72,0.52,7.784749078150346
770,0.64,0.56,8.720570978731677
328,0.64,0.6,9.227559733641542
205,0.61,0.62,9.984092707615112
232,0.5,0.66,11.348845755601863
352,0.36,0.68,11.900267613630886
323,0.34,0.7,13.423790617278447
278,0.37,0.7,14.421239226649753
318,0.37,0.72,15.491982461926916
509,0.37,0.72,16.52781063543328
925,0.41,0.7,17.108297363320226
977,0.44,0.66,18.30817824716983
635,0.5,0.64,19.66171228822661
470,0.57,0.62,20.326227147388394
306,0.6,0.6,20.828559483673104
212,0.64,0.56,21.821233087832614
127,0.68,0.56,22.697384585821872
57,0.73,0.56,0.7980053243433313
28,0.77,0.54,1.4913657661817719
9,0.77,0.54,2.088617777612423
11,0.83,0.52,3.895783748917923
6,0.83,0.52,4.414783456554559
57,0.83,0.52,5.4297902099247874
195,0.82,0.5,6.458750342037663
571,0.77,0.54,7.41923516171811
758,0.73,0.56,8.245147976372715
338,0.64,0.6,9.644393854932073
212,0.61,0.64,10.666272931460563
254,0.5,0.66,11.271822187764927
297,0.44,0.68,12.427711309733985
283,0.42,0.7,13.318376930705083
274,0.39,0.72,14.579426301459673
352,0.42,0.72,15.625147770848367
491,0.39,0.72,16.486504994271005
884,0.42,0.72,17.248820920854964
852,0.57,0.68,18.557987878626847
674,0.65,0.64,18.909719659197627
463,0.69,0.62,20.29402032462691
317,0.65,0.62,21.297448651528505
251,0.69,0.6,22.28787246047255
170,0.73,0.58,22.757056747654303
87,0.73,0.56,0.7196045406170178
41,0.73,0.56,1.054171945197118
30,0.73,0.56,2.2475608194407695
14,0.77,0.54,3.39390539351687
12,0.77,0.54,4.388764283595124
41,0.83,0.54,5.050549526526808
152,0.88,0.54,6.0345146836453605
454,0.88,0.56,7.59201830090452
766,0.78,0.6,8.113749705080998
347,0.78,0.62,9.285976213276708
246,0.65,0.68,9.963055767252245
280,0.61,0.68,11.036902225122061
409,0.54,0.7,12.691504035339992
408,0.54,0.7,13.718104251851871
371,0.45,0.72,14.171386093955716
367,0.48,0.72,15.201871626469796
563,0.51,0.72,15.774567738187942
894,0.51,0.72,17.62759798395959
808,0.45,0.72,17.92039182470855
579,0.57,0.68,19.134843896698836
404,0.61,0.66,20.318590342002857
312,0.73,0.64,21.019509008068297
229,0.83,0.62,21.874483967613234
195,0.78,0.62,23.25679069852077
45,0.68,0.54,0.2317926131289667
21,0.72,0.52,1.8175191702214186
13,0.72,0.52,2.3199161623680435
7,0.77,0.5,3.9303760812276534
11,0.77,0.5,4.297901710997856
45,0.82,0.48,5.065188532215476
164,0.82,0.48,6.434038602071952
492,0.77,0.52,7.304690801485753
683,0.77,0.54,8.09540328468235
299,0.68,0.58,9.696961542580981
202,0.65,0.62,9.847889045856505
252,0.69,0.62,11.442082131539419
295,0.69,0.62,12.167883853734367
343,0.65,0.64,13.204675491186478
332,0.65,0.64,14.441325402254028
338,0.65,0.64,14.847863770627978
453,0.69,0.64,16.478965157563803
842,0.65,0.64,17.104144806752913
774,0.73,0.62,18.26882625983344
486,0.73,0.62,19.1071685031379
340,0.73,0.62,19.704040947811713
6,0.94,0.62,3.4098830622653016
7,0.94,0.62,4.173953461261584
48,0.89,0.64,5.848315089676114
167,0.89,0.64,5.95062227998578
356,0.89,0.64,7.201249268930063
672,0.83,0.66,7.873828805145523
293,0.83,0.66,8.90820226229328
151,0.79,0.68,10.88598937813707
114,0.74,0.7,13.46484281195058
281,0.88,0.6,17.78692822538534
324,0.88,0.6,19.135416002259767
290,0.88,0.6,19.970844715891786
207,0.88,0.6,21.066789543620892
78,0.83,0.56,23.114885135849885
26,0.68,0.56,0.7247614143462419
12,0.68,0.54,1.0353940238096766
3,0.64,0.54,1.9683591273576184
5,0.63,0.52,3.4137359921684856
10,0.68,0.52,4.218874203961532
56,0.68,0.52,4.976578956596167
172,0.63,0.52,6.332705460692253
545,0.63,0.52,7.414962385965281
797,0.59,0.52,8.583619975087387
362,0.6,0.54,9.686340519587267
192,0.52,0.56,10.225746854116498
247,0.43,0.6,11.514182630111002
313,0.43,0.6,11.957217120621987
289,0.4,0.6,13.627799947687034
286,0.38,0.62,14.404221764633856
311,0.35,0.62,15.26833298082669
466,0.35,0.62,16.236137168351185
886,0.38,0.6,17.074100432075625
892,0.4,0.58,18.238954408192726
611,0.43,0.56,18.906104742469505
409,0.48,0.52,20.532935106251628
349,0.59,0.5,20.757485686661912
229,0.63,0.5,21.92721945592232
123,0.67,0.48,23.369582329092584
58,0.63,0.5,0.10345671281679816
18,0.72,0.46,1.6660078123524886
11,0.72,0.46,2.0651867987519736
6,0.77,0.44,3.881973251088099
6,0.77,0.44,4.0841501050262865
56,0.77,0.44,5.311095864886281
170,0.77,0.44,5.982157436594123
534,0.82,0.46,7.53135141780833
790,0.68,0.5,8.34054189389554
355,0.6,0.56,8.867884478563452
190,0.53,0.58,10.784306397315305
243,0.43,0.62,10.988928689707093
290,0.43,0.62,12.255194937294888
336,0.44,0.64,13.337703767604415
298,0.47,0.64,14.538211508733783
291,0.47,0.66,14.957209359637934
457,0.47,0.64,15.869599137234257
976,0.5,0.64,16.997741149002174
900,0.56,0.6,18.109406980738495
603,0.6,0.58,18.89328595536272
417,0.64,0.56,20.37365312256151
274,0.64,0.56,21.217727615392047
287,0.73,0.54,21.993588352144766
154,0.68,0.54,23.159599710785624
66,0.68,0.54,0.770379128367343
49,0.72,0.52,1.688012405219583
14,0.72,0.52,2.710321817314557
12,0.77,0.5,3.8281106981819657
10,0.77,0.5,4.192857118411092
49,0.82,0.5,5.373023154159195
165,0.77,0.5,6.117348601936881
503,0.77,0.52,7.023193351570861
757,0.73,0.54,8.842598813796327
383,0.68,0.58,9.485528012656285
225,0.61,0.62,10.251922199848925
321,0.57,0.66,11.613936036165438
389,0.57,0.68,12.296774961098446
421,0.54,0.7,13.277207445861261
412,0.54,0.7,14.239949504895051
423,0.54,0.7,15.603496177964372
567,0.54,0.7,16.016985016684735
846,0.57,0.68,17.20560816398049
805,0.61,0.66,17.877944767697507
588,0.65,0.64,19.538292031133555
369,0.69,0.62,19.79697712799997
312,0.73,0.6,20.77219725265669
295,0.73,0.6,22.444385463269175
186,0.73,0.6,22.82689090883804
